"drugid"	"se"
"DB00532"	"http://bio2rdf.org/umls:C0009763"
"DB00401"	"http://bio2rdf.org/umls:C0003864"
"DB00648"	"http://bio2rdf.org/umls:C0022107"
"DB00333"	"http://bio2rdf.org/umls:C0043352"
"DB01149"	"http://bio2rdf.org/umls:C0344232"
"DB00422"	"http://bio2rdf.org/umls:C0004096"
"DB06148"	"http://bio2rdf.org/umls:C0003864"
"DB01043"	"http://bio2rdf.org/umls:C0549433"
"DB00371"	"http://bio2rdf.org/umls:C0001824"
"DB01400"	"http://bio2rdf.org/umls:C0858635"
"DB01171"	"http://bio2rdf.org/umls:C0085635"
"DB00524"	"http://bio2rdf.org/umls:C0042963"
"DB01204"	"http://bio2rdf.org/umls:C0043096"
"DB00331"	"http://bio2rdf.org/umls:C0231218"
"DB00454"	"http://bio2rdf.org/umls:C0040822"
"DB01171"	"http://bio2rdf.org/umls:C0043352"
"DB00683"	"http://bio2rdf.org/umls:C0038587"
"DB00532"	"http://bio2rdf.org/umls:C0033975"
"DB01043"	"http://bio2rdf.org/umls:C0740394"
"DB00235"	"http://bio2rdf.org/umls:C0003811"
"DB00331"	"http://bio2rdf.org/umls:C0027339"
"DB01115"	"http://bio2rdf.org/umls:C0003123"
"DB01149"	"http://bio2rdf.org/umls:C0030554"
"DB00331"	"http://bio2rdf.org/umls:C0008031"
"DB01204"	"http://bio2rdf.org/umls:C0042109"
"DB00422"	"http://bio2rdf.org/umls:C0011175"
"DB00916"	"http://bio2rdf.org/umls:C0851341"
"DB00244"	"http://bio2rdf.org/umls:C0013295"
"DB00244"	"http://bio2rdf.org/umls:C0392025"
"DB00333"	"http://bio2rdf.org/umls:C0917801"
"DB00683"	"http://bio2rdf.org/umls:C0018944"
"DB00333"	"http://bio2rdf.org/umls:C0016382"
"DB00683"	"http://bio2rdf.org/umls:C0853813"
"DB01115"	"http://bio2rdf.org/umls:C0574067"
"DB00916"	"http://bio2rdf.org/umls:C0019521"
"DB00683"	"http://bio2rdf.org/umls:C0038999"
"DB01115"	"http://bio2rdf.org/umls:C0014742"
"DB01233"	"http://bio2rdf.org/umls:C0549209"
"DB00379"	"http://bio2rdf.org/umls:C0151970"
"DB06148"	"http://bio2rdf.org/umls:C0009806"
"DB00238"	"http://bio2rdf.org/umls:C0020565"
"DB00211"	"http://bio2rdf.org/umls:C0013395"
"DB00553"	"http://bio2rdf.org/umls:C0231218"
"DB00524"	"http://bio2rdf.org/umls:C0151723"
"DB00331"	"http://bio2rdf.org/umls:C0178298"
"DB00238"	"http://bio2rdf.org/umls:C0423791"
"DB06148"	"http://bio2rdf.org/umls:C0006145"
"DB00683"	"http://bio2rdf.org/umls:C0027769"
"DB01043"	"http://bio2rdf.org/umls:C0038358"
"DB00648"	"http://bio2rdf.org/umls:C0235996"
"DB00401"	"http://bio2rdf.org/umls:C0022281"
"DB00916"	"http://bio2rdf.org/umls:C0016204"
"DB01171"	"http://bio2rdf.org/umls:C0232726"
"DB01204"	"http://bio2rdf.org/umls:C0027051"
"DB08167"	"http://bio2rdf.org/umls:C0234230"
"DB00370"	"http://bio2rdf.org/umls:C0038990"
"DB00422"	"http://bio2rdf.org/umls:C0014591"
"DB00952"	"http://bio2rdf.org/umls:C0151744"
"DB00422"	"http://bio2rdf.org/umls:C3665386"
"DB00665"	"http://bio2rdf.org/umls:C0041912"
"DB00779"	"http://bio2rdf.org/umls:C0005758"
"DB00244"	"http://bio2rdf.org/umls:C0853813"
"DB00648"	"http://bio2rdf.org/umls:C0016382"
"DB06711"	"http://bio2rdf.org/umls:C0020538"
"DB04843"	"http://bio2rdf.org/umls:C0012833"
"DB00232"	"http://bio2rdf.org/umls:C0027497"
"DB00952"	"http://bio2rdf.org/umls:C0002963"
"DB00961"	"http://bio2rdf.org/umls:C0003467"
"DB00952"	"http://bio2rdf.org/umls:C0035435"
"DB00648"	"http://bio2rdf.org/umls:C0030554"
"DB01115"	"http://bio2rdf.org/umls:C0234428"
"DB01149"	"http://bio2rdf.org/umls:C0011991"
"DB01043"	"http://bio2rdf.org/umls:C0700590"
"DB00961"	"http://bio2rdf.org/umls:C0002994"
"DB01115"	"http://bio2rdf.org/umls:C0018802"
"DB00779"	"http://bio2rdf.org/umls:C0151740"
"DB01204"	"http://bio2rdf.org/umls:C0036974"
"DB01011"	"http://bio2rdf.org/umls:C0151773"
"DB01043"	"http://bio2rdf.org/umls:C0085611"
"DB01115"	"http://bio2rdf.org/umls:C0600142"
"DB00779"	"http://bio2rdf.org/umls:C0031117"
"DB00683"	"http://bio2rdf.org/umls:C0040822"
"DB01204"	"http://bio2rdf.org/umls:C0151699"
"DB01115"	"http://bio2rdf.org/umls:C0392703"
"DB01011"	"http://bio2rdf.org/umls:C0017178"
"DB00401"	"http://bio2rdf.org/umls:C0011630"
"DB00350"	"http://bio2rdf.org/umls:C0039231"
"DB01149"	"http://bio2rdf.org/umls:C0036454"
"DB00916"	"http://bio2rdf.org/umls:C0851353"
"DB00961"	"http://bio2rdf.org/umls:C0240204"
"DB00524"	"http://bio2rdf.org/umls:C0221490"
"DB01204"	"http://bio2rdf.org/umls:C1096403"
"DB00350"	"http://bio2rdf.org/umls:C0023530"
"DB00779"	"http://bio2rdf.org/umls:C0042963"
"DB01149"	"http://bio2rdf.org/umls:C0278080"
"DB08167"	"http://bio2rdf.org/umls:C0019054"
"DB00333"	"http://bio2rdf.org/umls:C0020651"
"DB00665"	"http://bio2rdf.org/umls:C0547030"
"DB00952"	"http://bio2rdf.org/umls:C0027765"
"DB01115"	"http://bio2rdf.org/umls:C0019158"
"DB00461"	"http://bio2rdf.org/umls:C0206061"
"DB00745"	"http://bio2rdf.org/umls:C0151908"
"DB00232"	"http://bio2rdf.org/umls:C0042963"
"DB00683"	"http://bio2rdf.org/umls:C0015397"
"DB01011"	"http://bio2rdf.org/umls:C0750394"
"DB00264"	"http://bio2rdf.org/umls:C0018834"
"DB01149"	"http://bio2rdf.org/umls:C0004604"
"DB01115"	"http://bio2rdf.org/umls:C0042401"
"DB04843"	"http://bio2rdf.org/umls:C0233494"
"DB00370"	"http://bio2rdf.org/umls:C0853619"
"DB00916"	"http://bio2rdf.org/umls:C0853813"
"DB00779"	"http://bio2rdf.org/umls:C0015230"
"DB00333"	"http://bio2rdf.org/umls:C0000729"
"DB00779"	"http://bio2rdf.org/umls:C0038325"
"DB01115"	"http://bio2rdf.org/umls:C0011991"
"DB01171"	"http://bio2rdf.org/umls:C0037317"
"DB00422"	"http://bio2rdf.org/umls:C0013390"
"DB01043"	"http://bio2rdf.org/umls:C0151578"
"DB00952"	"http://bio2rdf.org/umls:C0018799"
"DB01115"	"http://bio2rdf.org/umls:C0017168"
"DB00333"	"http://bio2rdf.org/umls:C0042510"
"DB00379"	"http://bio2rdf.org/umls:C0028738"
"DB01043"	"http://bio2rdf.org/umls:C0030252"
"DB01115"	"http://bio2rdf.org/umls:C0403447"
"DB00244"	"http://bio2rdf.org/umls:C0026821"
"DB00745"	"http://bio2rdf.org/umls:C0035455"
"DB00264"	"http://bio2rdf.org/umls:C0022281"
"DB01204"	"http://bio2rdf.org/umls:C0311468"
"DB00916"	"http://bio2rdf.org/umls:C0030305"
"DB01011"	"http://bio2rdf.org/umls:C0042373"
"DB01115"	"http://bio2rdf.org/umls:C0392699"
"DB00393"	"http://bio2rdf.org/umls:C0018802"
"DB01043"	"http://bio2rdf.org/umls:C0575090"
"DB08167"	"http://bio2rdf.org/umls:C0236053"
"DB04843"	"http://bio2rdf.org/umls:C0152032"
"DB00232"	"http://bio2rdf.org/umls:C0476273"
"DB00454"	"http://bio2rdf.org/umls:C0017086"
"DB00779"	"http://bio2rdf.org/umls:C0003862"
"DB00333"	"http://bio2rdf.org/umls:C0003467"
"DB00665"	"http://bio2rdf.org/umls:C0018681"
"DB01204"	"http://bio2rdf.org/umls:C0876994"
"DB00532"	"http://bio2rdf.org/umls:C0002874"
"DB01115"	"http://bio2rdf.org/umls:C0014457"
"DB01400"	"http://bio2rdf.org/umls:C0042963"
"DB01115"	"http://bio2rdf.org/umls:C0035455"
"DB00423"	"http://bio2rdf.org/umls:C0020517"
"DB01204"	"http://bio2rdf.org/umls:C0027947"
"DB00211"	"http://bio2rdf.org/umls:C0004093"
"DB00916"	"http://bio2rdf.org/umls:C0028643"
"DB00370"	"http://bio2rdf.org/umls:C2937350"
"DB00379"	"http://bio2rdf.org/umls:C0547030"
"DB00779"	"http://bio2rdf.org/umls:C0038999"
"DB00401"	"http://bio2rdf.org/umls:C0017601"
"DB01204"	"http://bio2rdf.org/umls:C0015230"
"DB00333"	"http://bio2rdf.org/umls:C0812387"
"DB00370"	"http://bio2rdf.org/umls:C0009450"
"DB00235"	"http://bio2rdf.org/umls:C0042514"
"DB00524"	"http://bio2rdf.org/umls:C0917801"
"DB00264"	"http://bio2rdf.org/umls:C1456822"
"DB01233"	"http://bio2rdf.org/umls:C1145670"
"DB00371"	"http://bio2rdf.org/umls:C0011991"
"DB00422"	"http://bio2rdf.org/umls:C0027651"
"DB00370"	"http://bio2rdf.org/umls:C0546884"
"DB00648"	"http://bio2rdf.org/umls:C0011991"
"DB00331"	"http://bio2rdf.org/umls:C2697368"
"DB08167"	"http://bio2rdf.org/umls:C0085631"
"DB00371"	"http://bio2rdf.org/umls:C0004134"
"DB01204"	"http://bio2rdf.org/umls:C0853813"
"DB00916"	"http://bio2rdf.org/umls:C0013144"
"DB01115"	"http://bio2rdf.org/umls:C0002622"
"DB00683"	"http://bio2rdf.org/umls:C0087169"
"DB01115"	"http://bio2rdf.org/umls:C0002994"
"DB00745"	"http://bio2rdf.org/umls:C0026826"
"DB00350"	"http://bio2rdf.org/umls:C0268000"
"DB00393"	"http://bio2rdf.org/umls:C0012833"
"DB06799"	"http://bio2rdf.org/umls:C0033774"
"DB01043"	"http://bio2rdf.org/umls:C0151904"
"DB00683"	"http://bio2rdf.org/umls:C0002792"
"DB01115"	"http://bio2rdf.org/umls:C0220870"
"DB00745"	"http://bio2rdf.org/umls:C0235639"
"DB00379"	"http://bio2rdf.org/umls:C0011606"
"DB01400"	"http://bio2rdf.org/umls:C0028738"
"DB01115"	"http://bio2rdf.org/umls:C0242073"
"DB01149"	"http://bio2rdf.org/umls:C0022573"
"DB00648"	"http://bio2rdf.org/umls:C1291078"
"DB01149"	"http://bio2rdf.org/umls:C0020649"
"DB00916"	"http://bio2rdf.org/umls:C0085584"
"DB00779"	"http://bio2rdf.org/umls:C0033774"
"DB06148"	"http://bio2rdf.org/umls:C0178298"
"DB00331"	"http://bio2rdf.org/umls:C0002965"
"DB01115"	"http://bio2rdf.org/umls:C0034063"
"DB01115"	"http://bio2rdf.org/umls:C0040264"
"DB00331"	"http://bio2rdf.org/umls:C0235710"
"DB00423"	"http://bio2rdf.org/umls:C0013144"
"DB01400"	"http://bio2rdf.org/umls:C0013144"
"DB00371"	"http://bio2rdf.org/umls:C0014742"
"DB01043"	"http://bio2rdf.org/umls:C0040435"
"DB00244"	"http://bio2rdf.org/umls:C0033687"
"DB01110"	"http://bio2rdf.org/umls:C0521491"
"DB00371"	"http://bio2rdf.org/umls:C0013491"
"DB00454"	"http://bio2rdf.org/umls:C0080274"
"DB01043"	"http://bio2rdf.org/umls:C0235922"
"DB00211"	"http://bio2rdf.org/umls:C0004604"
"DB01171"	"http://bio2rdf.org/umls:C1291078"
"DB00331"	"http://bio2rdf.org/umls:C0542184"
"DB00454"	"http://bio2rdf.org/umls:C0041834"
"DB00683"	"http://bio2rdf.org/umls:C0231837"
"DB00401"	"http://bio2rdf.org/umls:C0032227"
"DB00916"	"http://bio2rdf.org/umls:C0013362"
"DB00244"	"http://bio2rdf.org/umls:C0574067"
"DB06148"	"http://bio2rdf.org/umls:C0027765"
"DB01149"	"http://bio2rdf.org/umls:C0013395"
"DB00553"	"http://bio2rdf.org/umls:C0237849"
"DB00264"	"http://bio2rdf.org/umls:C0007820"
"DB01115"	"http://bio2rdf.org/umls:C0043094"
"DB00524"	"http://bio2rdf.org/umls:C0546884"
"DB00779"	"http://bio2rdf.org/umls:C0162298"
"DB00333"	"http://bio2rdf.org/umls:C0233407"
"DB00393"	"http://bio2rdf.org/umls:C0002871"
"DB00333"	"http://bio2rdf.org/umls:C0040822"
"DB01115"	"http://bio2rdf.org/umls:C0152031"
"DB01204"	"http://bio2rdf.org/umls:C0030554"
"DB00422"	"http://bio2rdf.org/umls:C0018939"
"DB00422"	"http://bio2rdf.org/umls:C0242429"
"DB00401"	"http://bio2rdf.org/umls:C0038454"
"DB01115"	"http://bio2rdf.org/umls:C0085641"
"DB00683"	"http://bio2rdf.org/umls:C0521491"
"DB00401"	"http://bio2rdf.org/umls:C0033774"
"DB00264"	"http://bio2rdf.org/umls:C0018790"
"DB00524"	"http://bio2rdf.org/umls:C0086525"
"DB01149"	"http://bio2rdf.org/umls:C0574067"
"DB00745"	"http://bio2rdf.org/umls:C0016204"
"DB00745"	"http://bio2rdf.org/umls:C0338908"
"DB00916"	"http://bio2rdf.org/umls:C0178298"
"DB00331"	"http://bio2rdf.org/umls:C0554309"
"DB00331"	"http://bio2rdf.org/umls:C0012359"
"DB00461"	"http://bio2rdf.org/umls:C0020517"
"DB00401"	"http://bio2rdf.org/umls:C0013456"
"DB00264"	"http://bio2rdf.org/umls:C0242429"
"DB00745"	"http://bio2rdf.org/umls:C0013390"
"DB01171"	"http://bio2rdf.org/umls:C0003467"
"DB00683"	"http://bio2rdf.org/umls:C0009676"
"DB00745"	"http://bio2rdf.org/umls:C0031350"
"DB00454"	"http://bio2rdf.org/umls:C0043352"
"DB00779"	"http://bio2rdf.org/umls:C0008370"
"DB00232"	"http://bio2rdf.org/umls:C0018681"
"DB01043"	"http://bio2rdf.org/umls:C0338831"
"DB00745"	"http://bio2rdf.org/umls:C0002418"
"DB00379"	"http://bio2rdf.org/umls:C0233715"
"DB00648"	"http://bio2rdf.org/umls:C0344232"
"DB00916"	"http://bio2rdf.org/umls:C0002994"
"DB01115"	"http://bio2rdf.org/umls:C0006266"
"DB00916"	"http://bio2rdf.org/umls:C0003123"
"DB00952"	"http://bio2rdf.org/umls:C0013404"
"DB00916"	"http://bio2rdf.org/umls:C0085932"
"DB00524"	"http://bio2rdf.org/umls:C0042571"
"DB00916"	"http://bio2rdf.org/umls:C0017675"
"DB04843"	"http://bio2rdf.org/umls:C0002792"
"DB00745"	"http://bio2rdf.org/umls:C0033860"
"DB00371"	"http://bio2rdf.org/umls:C0002874"
"DB00532"	"http://bio2rdf.org/umls:C0015672"
"DB00422"	"http://bio2rdf.org/umls:C0017601"
"DB00454"	"http://bio2rdf.org/umls:C0740399"
"DB01233"	"http://bio2rdf.org/umls:C0016382"
"DB00461"	"http://bio2rdf.org/umls:C1527407"
"DB01043"	"http://bio2rdf.org/umls:C0151836"
"DB00916"	"http://bio2rdf.org/umls:C0240327"
"DB00454"	"http://bio2rdf.org/umls:C0221232"
"DB00683"	"http://bio2rdf.org/umls:C0428886"
"DB00648"	"http://bio2rdf.org/umls:C0006145"
"DB00952"	"http://bio2rdf.org/umls:C0042373"
"DB01115"	"http://bio2rdf.org/umls:C0151662"
"DB00422"	"http://bio2rdf.org/umls:C0235013"
"DB06799"	"http://bio2rdf.org/umls:C0235309"
"DB01110"	"http://bio2rdf.org/umls:C0231218"
"DB00422"	"http://bio2rdf.org/umls:C0392197"
"DB00370"	"http://bio2rdf.org/umls:C0031350"
"DB01115"	"http://bio2rdf.org/umls:C0015967"
"DB00553"	"http://bio2rdf.org/umls:C0020649"
"DB00422"	"http://bio2rdf.org/umls:C0018965"
"DB00422"	"http://bio2rdf.org/umls:C0235309"
"DB00401"	"http://bio2rdf.org/umls:C0030554"
"DB01400"	"http://bio2rdf.org/umls:C0428977"
"DB00350"	"http://bio2rdf.org/umls:C0429029"
"DB00779"	"http://bio2rdf.org/umls:C0877854"
"DB01171"	"http://bio2rdf.org/umls:C0013144"
"DB01043"	"http://bio2rdf.org/umls:C0022650"
"DB00952"	"http://bio2rdf.org/umls:C0028643"
"DB00244"	"http://bio2rdf.org/umls:C0008313"
"DB00232"	"http://bio2rdf.org/umls:C0030305"
"DB00454"	"http://bio2rdf.org/umls:C1456784"
"DB00238"	"http://bio2rdf.org/umls:C0004364"
"DB00916"	"http://bio2rdf.org/umls:C0009763"
"DB00244"	"http://bio2rdf.org/umls:C0744727"
"DB00961"	"http://bio2rdf.org/umls:C0003578"
"DB00333"	"http://bio2rdf.org/umls:C0015967"
"DB00524"	"http://bio2rdf.org/umls:C0030305"
"DB00916"	"http://bio2rdf.org/umls:C0009144"
"DB00422"	"http://bio2rdf.org/umls:C0699744"
"DB06711"	"http://bio2rdf.org/umls:C0332575"
"DB01115"	"http://bio2rdf.org/umls:C0025222"
"DB01115"	"http://bio2rdf.org/umls:C0007222"
"DB01043"	"http://bio2rdf.org/umls:C0028643"
"DB00423"	"http://bio2rdf.org/umls:C0042963"
"DB00423"	"http://bio2rdf.org/umls:C0022354"
"DB00244"	"http://bio2rdf.org/umls:C0034882"
"DB00401"	"http://bio2rdf.org/umls:C0028734"
"DB00331"	"http://bio2rdf.org/umls:C0220982"
"DB00916"	"http://bio2rdf.org/umls:C0033975"
"DB00532"	"http://bio2rdf.org/umls:C0022107"
"DB08167"	"http://bio2rdf.org/umls:C0013404"
"DB00648"	"http://bio2rdf.org/umls:C0333355"
"DB00331"	"http://bio2rdf.org/umls:C1291077"
"DB04843"	"http://bio2rdf.org/umls:C0020517"
"DB00524"	"http://bio2rdf.org/umls:C0011603"
"DB00816"	"http://bio2rdf.org/umls:C0700590"
"DB01233"	"http://bio2rdf.org/umls:C0751494"
"DB00379"	"http://bio2rdf.org/umls:C0030305"
"DB00961"	"http://bio2rdf.org/umls:C0340865"
"DB00683"	"http://bio2rdf.org/umls:C0220870"
"DB00238"	"http://bio2rdf.org/umls:C0543698"
"DB01043"	"http://bio2rdf.org/umls:C0020488"
"DB01204"	"http://bio2rdf.org/umls:C1287298"
"DB00524"	"http://bio2rdf.org/umls:C0020517"
"DB00331"	"http://bio2rdf.org/umls:C0006145"
"DB00423"	"http://bio2rdf.org/umls:C0428977"
"DB01204"	"http://bio2rdf.org/umls:C0042769"
"DB00232"	"http://bio2rdf.org/umls:C0034150"
"DB00244"	"http://bio2rdf.org/umls:C0438717"
"DB00331"	"http://bio2rdf.org/umls:C0026821"
"DB01011"	"http://bio2rdf.org/umls:C0014130"
"DB00779"	"http://bio2rdf.org/umls:C0033975"
"DB01115"	"http://bio2rdf.org/umls:C0023052"
"DB00461"	"http://bio2rdf.org/umls:C0877359"
"DB01043"	"http://bio2rdf.org/umls:C0086565"
"DB00779"	"http://bio2rdf.org/umls:C0023530"
"DB01110"	"http://bio2rdf.org/umls:C0002792"
"DB01400"	"http://bio2rdf.org/umls:C1141861"
"DB01149"	"http://bio2rdf.org/umls:C0020580"
"DB00331"	"http://bio2rdf.org/umls:C0231528"
"DB00961"	"http://bio2rdf.org/umls:C0085593"
"DB00648"	"http://bio2rdf.org/umls:C0851353"
"DB00648"	"http://bio2rdf.org/umls:C0855644"
"DB00264"	"http://bio2rdf.org/umls:C0025061"
"DB01233"	"http://bio2rdf.org/umls:C0541782"
"DB00952"	"http://bio2rdf.org/umls:C0018939"
"DB01043"	"http://bio2rdf.org/umls:C0037199"
"DB01400"	"http://bio2rdf.org/umls:C0042024"
"DB06148"	"http://bio2rdf.org/umls:C0020538"
"DB01400"	"http://bio2rdf.org/umls:C0018681"
"DB00422"	"http://bio2rdf.org/umls:C0027339"
"DB00745"	"http://bio2rdf.org/umls:C0006277"
"DB00333"	"http://bio2rdf.org/umls:C0036572"
"DB00211"	"http://bio2rdf.org/umls:C0548823"
"DB08167"	"http://bio2rdf.org/umls:C0012833"
"DB01233"	"http://bio2rdf.org/umls:C0033117"
"DB01149"	"http://bio2rdf.org/umls:C0234458"
"DB00264"	"http://bio2rdf.org/umls:C0541782"
"DB00916"	"http://bio2rdf.org/umls:C0344315"
"DB00331"	"http://bio2rdf.org/umls:C0267792"
"DB00333"	"http://bio2rdf.org/umls:C0009676"
"DB00331"	"http://bio2rdf.org/umls:C0240327"
"DB00379"	"http://bio2rdf.org/umls:C0020517"
"DB01110"	"http://bio2rdf.org/umls:C0021053"
"DB04843"	"http://bio2rdf.org/umls:C0027769"
"DB00244"	"http://bio2rdf.org/umls:C0015732"
"DB00422"	"http://bio2rdf.org/umls:C0241934"
"DB00333"	"http://bio2rdf.org/umls:C0018674"
"DB00683"	"http://bio2rdf.org/umls:C0030554"
"DB00244"	"http://bio2rdf.org/umls:C0852922"
"DB00333"	"http://bio2rdf.org/umls:C0020619"
"DB00648"	"http://bio2rdf.org/umls:C0009782"
"DB00422"	"http://bio2rdf.org/umls:C0231218"
"DB01115"	"http://bio2rdf.org/umls:C0020651"
"DB00232"	"http://bio2rdf.org/umls:C0020456"
"DB01043"	"http://bio2rdf.org/umls:C2979982"
"DB01043"	"http://bio2rdf.org/umls:C1302752"
"DB00232"	"http://bio2rdf.org/umls:C0001824"
"DB00648"	"http://bio2rdf.org/umls:C0042075"
"DB00370"	"http://bio2rdf.org/umls:C0013395"
"DB00961"	"http://bio2rdf.org/umls:C1527348"
"DB00331"	"http://bio2rdf.org/umls:C0021400"
"DB00333"	"http://bio2rdf.org/umls:C0040479"
"DB01110"	"http://bio2rdf.org/umls:C0042109"
"DB00683"	"http://bio2rdf.org/umls:C1145670"
"DB00211"	"http://bio2rdf.org/umls:C0003467"
"DB00232"	"http://bio2rdf.org/umls:C0392176"
"DB00244"	"http://bio2rdf.org/umls:C0238304"
"DB06148"	"http://bio2rdf.org/umls:C0086565"
"DB00532"	"http://bio2rdf.org/umls:C0013144"
"DB00916"	"http://bio2rdf.org/umls:C0007760"
"DB00333"	"http://bio2rdf.org/umls:C0687133"
"DB00553"	"http://bio2rdf.org/umls:C0005758"
"DB00238"	"http://bio2rdf.org/umls:C0033774"
"DB01115"	"http://bio2rdf.org/umls:C0021053"
"DB00331"	"http://bio2rdf.org/umls:C0149931"
"DB00264"	"http://bio2rdf.org/umls:C0037284"
"DB00683"	"http://bio2rdf.org/umls:C0581879"
"DB01115"	"http://bio2rdf.org/umls:C1287298"
"DB00454"	"http://bio2rdf.org/umls:C0221722"
"DB00532"	"http://bio2rdf.org/umls:C0038325"
"DB01043"	"http://bio2rdf.org/umls:C0029882"
"DB00745"	"http://bio2rdf.org/umls:C0149745"
"DB00422"	"http://bio2rdf.org/umls:C0000833"
"DB00264"	"http://bio2rdf.org/umls:C0232286"
"DB08167"	"http://bio2rdf.org/umls:C0040046"
"DB00401"	"http://bio2rdf.org/umls:C0018099"
"DB00454"	"http://bio2rdf.org/umls:C0013604"
"DB00333"	"http://bio2rdf.org/umls:C0018790"
"DB00665"	"http://bio2rdf.org/umls:C0003123"
"DB00422"	"http://bio2rdf.org/umls:C0151907"
"DB00423"	"http://bio2rdf.org/umls:C0917801"
"DB01115"	"http://bio2rdf.org/umls:C0037274"
"DB00422"	"http://bio2rdf.org/umls:C0026821"
"DB00379"	"http://bio2rdf.org/umls:C0020649"
"DB01171"	"http://bio2rdf.org/umls:C0863090"
"DB00745"	"http://bio2rdf.org/umls:C0231528"
"DB01115"	"http://bio2rdf.org/umls:C2697368"
"DB01171"	"http://bio2rdf.org/umls:C0919662"
"DB00648"	"http://bio2rdf.org/umls:C1510497"
"DB01115"	"http://bio2rdf.org/umls:C0022408"
"DB00916"	"http://bio2rdf.org/umls:C0151313"
"DB00665"	"http://bio2rdf.org/umls:C0000737"
"DB01043"	"http://bio2rdf.org/umls:C0855333"
"DB00916"	"http://bio2rdf.org/umls:C1519353"
"DB04843"	"http://bio2rdf.org/umls:C0080274"
"DB00244"	"http://bio2rdf.org/umls:C0025874"
"DB01110"	"http://bio2rdf.org/umls:C0015230"
"DB01110"	"http://bio2rdf.org/umls:C0008301"
"DB00264"	"http://bio2rdf.org/umls:C0220870"
"DB00244"	"http://bio2rdf.org/umls:C0042373"
"DB00379"	"http://bio2rdf.org/umls:C0004134"
"DB00238"	"http://bio2rdf.org/umls:C0524909"
"DB08167"	"http://bio2rdf.org/umls:C0040822"
"DB01233"	"http://bio2rdf.org/umls:C0011570"
"DB01233"	"http://bio2rdf.org/umls:C0424000"
"DB00524"	"http://bio2rdf.org/umls:C0277925"
"DB00745"	"http://bio2rdf.org/umls:C0004604"
"DB06148"	"http://bio2rdf.org/umls:C0004093"
"DB01115"	"http://bio2rdf.org/umls:C0424790"
"DB01115"	"http://bio2rdf.org/umls:C0026826"
"DB00401"	"http://bio2rdf.org/umls:C0016204"
"DB00916"	"http://bio2rdf.org/umls:C1096250"
"DB00244"	"http://bio2rdf.org/umls:C0851536"
"DB00379"	"http://bio2rdf.org/umls:C0600142"
"DB00683"	"http://bio2rdf.org/umls:C0262662"
"DB00683"	"http://bio2rdf.org/umls:C0231530"
"DB00745"	"http://bio2rdf.org/umls:C0039070"
"DB01204"	"http://bio2rdf.org/umls:C0011071"
"DB00524"	"http://bio2rdf.org/umls:C0030252"
"DB08167"	"http://bio2rdf.org/umls:C0009676"
"DB00683"	"http://bio2rdf.org/umls:C0004063"
"DB01043"	"http://bio2rdf.org/umls:C0022408"
"DB00553"	"http://bio2rdf.org/umls:C0003811"
"DB00683"	"http://bio2rdf.org/umls:C0740852"
"DB01204"	"http://bio2rdf.org/umls:C0231218"
"DB00532"	"http://bio2rdf.org/umls:C0009676"
"DB00916"	"http://bio2rdf.org/umls:C0700345"
"DB00524"	"http://bio2rdf.org/umls:C0857448"
"DB00422"	"http://bio2rdf.org/umls:C1325847"
"DB00331"	"http://bio2rdf.org/umls:C0080194"
"DB00422"	"http://bio2rdf.org/umls:C0877014"
"DB01115"	"http://bio2rdf.org/umls:C0149931"
"DB00683"	"http://bio2rdf.org/umls:C0035229"
"DB00331"	"http://bio2rdf.org/umls:C0242528"
"DB01233"	"http://bio2rdf.org/umls:C0600228"
"DB00454"	"http://bio2rdf.org/umls:C0037763"
"DB00379"	"http://bio2rdf.org/umls:C0001824"
"DB00961"	"http://bio2rdf.org/umls:C0013144"
"DB00532"	"http://bio2rdf.org/umls:C0008489"
"DB00553"	"http://bio2rdf.org/umls:C0011570"
"DB01171"	"http://bio2rdf.org/umls:C0027497"
"DB00916"	"http://bio2rdf.org/umls:C0016382"
"DB00423"	"http://bio2rdf.org/umls:C0043251"
"DB00524"	"http://bio2rdf.org/umls:C0085682"
"DB08167"	"http://bio2rdf.org/umls:C0042963"
"DB00683"	"http://bio2rdf.org/umls:C0235097"
"DB00524"	"http://bio2rdf.org/umls:C0023530"
"DB00422"	"http://bio2rdf.org/umls:C0038661"
"DB00532"	"http://bio2rdf.org/umls:C0013604"
"DB00244"	"http://bio2rdf.org/umls:C0476327"
"DB00244"	"http://bio2rdf.org/umls:C0024902"
"DB00401"	"http://bio2rdf.org/umls:C0035305"
"DB00264"	"http://bio2rdf.org/umls:C0600142"
"DB00370"	"http://bio2rdf.org/umls:C0151836"
"DB00235"	"http://bio2rdf.org/umls:C0018681"
"DB01149"	"http://bio2rdf.org/umls:C0236051"
"DB00422"	"http://bio2rdf.org/umls:C0013447"
"DB00683"	"http://bio2rdf.org/umls:C1527344"
"DB00553"	"http://bio2rdf.org/umls:C0151908"
"DB01171"	"http://bio2rdf.org/umls:C0033774"
"DB08167"	"http://bio2rdf.org/umls:C0021053"
"DB00422"	"http://bio2rdf.org/umls:C0851353"
"DB00779"	"http://bio2rdf.org/umls:C0012569"
"DB00454"	"http://bio2rdf.org/umls:C0038587"
"DB00683"	"http://bio2rdf.org/umls:C0040053"
"DB00371"	"http://bio2rdf.org/umls:C0030554"
"DB00370"	"http://bio2rdf.org/umls:C0522178"
"DB00370"	"http://bio2rdf.org/umls:C0002418"
